epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
42,1415.33,1.04851,0.73579,0.00652,0.9056,0.781,0.85143,0.56429,1.34561,0.71213,0.01216,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647
43,1449.43,1.0555,0.72462,0.00637,0.82331,0.79447,0.83711,0.54866,1.31973,0.73898,0.01153,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
44,1481.95,1.04576,0.71183,0.00634,0.91858,0.71974,0.83674,0.53827,1.35742,0.77863,0.01272,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581
45,1514.42,1.03728,0.7189,0.00641,0.87543,0.78716,0.84581,0.52467,1.38201,0.76839,0.01257,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
46,1546.94,1.0338,0.7171,0.00651,0.89147,0.77101,0.84781,0.54459,1.33596,0.74631,0.01214,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
47,1579.75,1.03902,0.70006,0.0063,0.85576,0.7706,0.83296,0.52688,1.37093,0.76488,0.01224,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
48,1612.23,1.02342,0.70084,0.00632,0.86004,0.77322,0.84443,0.55287,1.34015,0.75902,0.01264,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449
49,1644.7,1.00654,0.6787,0.00619,0.86555,0.79811,0.84807,0.54975,1.36528,0.75789,0.01257,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
50,1677.03,1.0184,0.68518,0.00619,0.91168,0.77015,0.85708,0.57123,1.27755,0.70474,0.01166,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383
51,1712.09,1.00241,0.67386,0.00611,0.86034,0.79001,0.84944,0.58728,1.24652,0.69169,0.01081,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
52,1745.62,0.99496,0.6712,0.00619,0.86964,0.77943,0.85476,0.56947,1.2965,0.69966,0.01148,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
53,1778.1,0.99964,0.68605,0.00615,0.906,0.79854,0.86302,0.56796,1.31626,0.66232,0.01137,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
54,1810.56,0.99798,0.66914,0.006,0.89349,0.75842,0.84075,0.56665,1.29101,0.74834,0.0116,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251
55,1843.1,0.99496,0.65952,0.00601,0.90116,0.78732,0.8554,0.56454,1.27998,0.67645,0.01107,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
56,1875.62,0.9997,0.66968,0.00607,0.91181,0.76891,0.86555,0.57096,1.31253,0.68636,0.01187,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
57,1908.12,0.98031,0.66212,0.00593,0.87276,0.79214,0.85995,0.56003,1.32117,0.71604,0.01203,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
58,1940.45,0.97891,0.65389,0.00588,0.89754,0.78982,0.86804,0.57676,1.28322,0.67134,0.0113,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
59,1972.92,0.97536,0.64299,0.00596,0.92927,0.77168,0.85866,0.58702,1.24648,0.66466,0.01104,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
60,2006.29,0.97871,0.64604,0.00582,0.89454,0.80382,0.87838,0.58756,1.30923,0.66077,0.01206,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053
61,2039.53,0.97166,0.63574,0.00587,0.91273,0.7918,0.87354,0.57108,1.3007,0.62691,0.01166,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
62,2071.81,0.95884,0.63378,0.00591,0.90131,0.76651,0.84948,0.56605,1.30283,0.71417,0.01202,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987
63,2104.48,0.95676,0.62581,0.00576,0.86495,0.79047,0.86289,0.57814,1.25413,0.70049,0.01086,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
64,2136.7,0.96473,0.62566,0.00574,0.91023,0.76835,0.86022,0.59002,1.21274,0.65045,0.01024,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,2170.4,0.95903,0.62049,0.00565,0.87599,0.81101,0.86425,0.59584,1.24466,0.65766,0.01097,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
