epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
32,7247.11,1.36575,0.81985,0.00785,0.86623,0.7913,0.86016,0.50486,1.38248,0.71798,0.01116,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977
33,7461.62,1.36692,0.80765,0.00779,0.86907,0.79958,0.86291,0.51152,1.377,0.71274,0.01109,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944
34,7678.5,1.35852,0.80389,0.00782,0.8693,0.80078,0.86314,0.51082,1.38067,0.71753,0.01109,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
35,7892.71,1.35182,0.79859,0.00765,0.867,0.80774,0.86567,0.51634,1.3695,0.71443,0.011,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
36,8106.53,1.34128,0.78553,0.00771,0.87453,0.80646,0.87105,0.52514,1.35327,0.69854,0.0109,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845
37,8322.57,1.3351,0.77235,0.00763,0.87597,0.81177,0.86895,0.52478,1.35319,0.695,0.01086,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
38,8541.64,1.34038,0.77684,0.00758,0.86232,0.81712,0.87246,0.52809,1.35238,0.69032,0.01078,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779
39,8755.06,1.32991,0.77028,0.00754,0.8834,0.81494,0.87687,0.53543,1.34295,0.67704,0.01077,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
40,8971.39,1.32994,0.76445,0.00757,0.87746,0.81571,0.87776,0.53493,1.3474,0.67037,0.01084,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
41,9186.38,1.31856,0.75925,0.00749,0.88807,0.81312,0.87471,0.53383,1.34387,0.67951,0.01081,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
42,9400.42,1.30936,0.74485,0.00745,0.88498,0.81997,0.87887,0.53763,1.32294,0.67142,0.01055,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647
43,9613.67,1.31028,0.75631,0.00752,0.87879,0.82509,0.87999,0.53575,1.33377,0.67518,0.01072,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
44,9828.65,1.31181,0.74799,0.00732,0.88226,0.82164,0.87944,0.53966,1.32806,0.67281,0.01061,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581
45,10044.1,1.30443,0.72669,0.00737,0.88992,0.81456,0.88047,0.54159,1.32406,0.66501,0.01061,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
46,10257.8,1.29902,0.73536,0.00733,0.87465,0.82757,0.88026,0.54454,1.31878,0.66265,0.01049,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
47,10473.5,1.29283,0.73128,0.00734,0.88114,0.82617,0.88142,0.5462,1.31948,0.65265,0.01052,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
48,10689.1,1.29664,0.72196,0.00726,0.8894,0.82287,0.88368,0.54778,1.31267,0.64754,0.01043,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449
49,10904.4,1.28536,0.71713,0.00726,0.88383,0.82718,0.88551,0.55041,1.31142,0.64783,0.01046,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
50,11117.8,1.28124,0.71187,0.0072,0.88615,0.8344,0.88713,0.55145,1.31628,0.6476,0.01058,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383
51,11342.4,1.27175,0.70489,0.00708,0.88812,0.83079,0.88534,0.55234,1.3081,0.64679,0.01045,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
52,11592.9,1.27166,0.71276,0.00716,0.88918,0.82315,0.88297,0.55076,1.30343,0.64781,0.01034,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
53,11829.7,1.27288,0.70939,0.00711,0.89125,0.8315,0.88537,0.5545,1.30177,0.64917,0.01031,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
54,12062.9,1.26092,0.6965,0.00703,0.8936,0.82464,0.88759,0.55454,1.30044,0.64358,0.0103,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251
55,12294.8,1.26416,0.69402,0.00708,0.88665,0.83334,0.88782,0.55636,1.29757,0.64467,0.01031,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
56,12510.1,1.25603,0.68544,0.00704,0.89529,0.83308,0.88672,0.55789,1.29615,0.6388,0.01026,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
57,12724.4,1.25373,0.6853,0.007,0.89311,0.83722,0.88822,0.56102,1.29016,0.64058,0.01023,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
58,12937.3,1.25025,0.68039,0.00697,0.8893,0.83383,0.88888,0.56334,1.28821,0.63848,0.01027,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
59,13152.1,1.24283,0.67448,0.00697,0.89249,0.8337,0.88808,0.56422,1.28548,0.63874,0.01023,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
60,13366.8,1.24006,0.67364,0.00695,0.90334,0.82373,0.88859,0.56372,1.28497,0.63962,0.0102,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053
61,13578.9,1.24314,0.67399,0.00691,0.90437,0.82711,0.89122,0.56411,1.28414,0.63267,0.01017,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
62,13791.7,1.23925,0.66592,0.00686,0.89025,0.84103,0.89131,0.56486,1.27759,0.63797,0.01008,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987
63,14006.6,1.23421,0.66454,0.0069,0.89637,0.83917,0.89179,0.56436,1.27604,0.63353,0.01008,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
64,14220.6,1.23155,0.6659,0.00688,0.90412,0.83042,0.89214,0.5663,1.27636,0.63614,0.01014,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,14434.3,1.22755,0.66133,0.00683,0.90509,0.83044,0.89066,0.56781,1.27198,0.62864,0.01011,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
66,14649.5,1.22609,0.66254,0.00689,0.90511,0.82812,0.89207,0.57014,1.26993,0.62718,0.01009,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,14863.9,1.21842,0.65201,0.00676,0.90517,0.83462,0.89549,0.57107,1.27086,0.62381,0.01013,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,15077.5,1.21599,0.6459,0.00669,0.90496,0.83366,0.89544,0.57085,1.26838,0.62443,0.01012,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,15292.2,1.21825,0.65366,0.00676,0.90648,0.83353,0.8962,0.57253,1.2677,0.62844,0.01015,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,15507.1,1.21593,0.6434,0.00673,0.91275,0.82799,0.89561,0.57414,1.26819,0.6256,0.01018,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,15722.2,1.21389,0.64369,0.00669,0.90804,0.8326,0.89418,0.57419,1.26656,0.63078,0.01015,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,15935.3,1.20419,0.63846,0.00672,0.90821,0.8335,0.89503,0.57482,1.26456,0.62722,0.01014,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,16149.9,1.20094,0.63197,0.00663,0.89851,0.84202,0.89443,0.57451,1.26046,0.6317,0.0101,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
