epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
44,6247.12,1.18546,0.68176,0.00625,0.87558,0.82372,0.88173,0.55816,1.1889,0.6286,0.00838,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
45,6387.76,1.19057,0.67377,0.00614,0.88464,0.82015,0.88301,0.5589,1.18369,0.62213,0.00834,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
46,6528.12,1.18316,0.66919,0.00617,0.87625,0.82668,0.88305,0.55687,1.18134,0.63315,0.00831,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
47,6667.56,1.1789,0.6725,0.00615,0.88407,0.81995,0.88416,0.56081,1.18168,0.6236,0.0083,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
48,6807.7,1.17016,0.66272,0.00612,0.87671,0.83013,0.88818,0.56257,1.17833,0.62204,0.00834,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
49,6947.85,1.16463,0.65763,0.00612,0.87237,0.83637,0.88598,0.56463,1.17557,0.61957,0.00828,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
50,7088.11,1.16474,0.65546,0.00601,0.89954,0.81725,0.88759,0.56841,1.16503,0.61917,0.00821,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
51,7231.61,1.15728,0.64561,0.00606,0.87818,0.8325,0.88813,0.56897,1.16104,0.61104,0.00817,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
52,7371.73,1.15071,0.63749,0.00596,0.8906,0.82575,0.88901,0.56823,1.16009,0.60855,0.00813,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
53,7510.93,1.14765,0.63693,0.00596,0.87961,0.83661,0.88829,0.57155,1.15952,0.59954,0.00814,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
